address,property_id,square_meters,total_floors,floor,type,price,days_on_market,rooms,city
"152 Park Ave, Stuttgart",ID000425,235,6,1,Residential,4638654,100,3,Stuttgart
"171 Park Ave, Stuttgart",ID016708,235,17,27,Commercial,5989309,22,6,Stuttgart
"39 High St, Stuttgart",ID022843,235,3,8,Commercial,6160402,271,1,Stuttgart
"201 Broadway, Stuttgart",ID011070,235,1,26,Commercial,7690573,92,2,Stuttgart
"120 High St, Stuttgart",ID024945,235,15,4,Commercial,7939178,321,4,Stuttgart
"265 Broadway, Stuttgart",ID016549,235,10,4,Commercial,8071415,139,4,Stuttgart
"227 Broadway, Stuttgart",ID003845,235,24,6,Commercial,8299036,235,9,Stuttgart
"299 Main St, Stuttgart",ID013091,236,13,8,Residential,381508,280,7,Stuttgart
"91 High St, Stuttgart",ID009592,236,21,18,Residential,3015899,159,4,Stuttgart
"170 High St, Stuttgart",ID002106,236,18,20,Residential,4600309,256,3,Stuttgart
"81 Park Ave, Stuttgart",ID004677,236,28,19,Residential,7369704,350,7,Stuttgart
"299 High St, Stuttgart",ID003725,236,23,21,Residential,7438669,187,1,Stuttgart
"109 Park Ave, Stuttgart",ID023644,236,25,14,Residential,7854476,352,4,Stuttgart
"83 Main St, Stuttgart",ID007161,236,25,8,Residential,9509730,304,3,Stuttgart
"293 Main St, Stuttgart",ID006226,237,25,16,Residential,650805,277,9,Stuttgart
"219 Park Ave, Stuttgart",ID010053,237,14,29,Commercial,1767816,259,2,Stuttgart
"189 High St, Stuttgart",ID003267,237,9,17,Residential,2495750,327,3,Stuttgart
"189 Main St, Stuttgart",ID015614,237,8,16,Commercial,4756336,139,2,Stuttgart
"92 Park Ave, Stuttgart",ID015653,237,6,12,Residential,5415492,194,6,Stuttgart
"106 Main St, Stuttgart",ID010029,237,10,8,Commercial,5442991,268,9,Stuttgart
"234 High St, Stuttgart",ID022318,237,16,24,Commercial,6017773,65,3,Stuttgart
"167 Main St, Stuttgart",ID012595,237,11,17,Residential,6564026,193,3,Stuttgart
"177 Park Ave, Stuttgart",ID005461,237,10,18,Residential,9858888,281,7,Stuttgart
"143 Main St, Stuttgart",ID009633,238,24,5,Residential,399858,46,6,Stuttgart
"2 Main St, Stuttgart",ID000683,238,27,26,Residential,5958368,248,1,Stuttgart
"22 Main St, Stuttgart",ID007767,238,23,20,Commercial,8483558,77,6,Stuttgart
"175 Broadway, Stuttgart",ID006830,238,6,7,Residential,9349601,225,2,Stuttgart
"295 Broadway, Stuttgart",ID008223,239,15,27,Commercial,3774252,15,7,Stuttgart
"270 Broadway, Stuttgart",ID008271,239,12,5,Commercial,4636726,339,1,Stuttgart
"53 Broadway, Stuttgart",ID010513,239,15,20,Commercial,6295005,82,5,Stuttgart
"111 Park Ave, Stuttgart",ID021197,239,10,21,Residential,6555207,88,2,Stuttgart
"111 High St, Stuttgart",ID002322,239,24,7,Commercial,9873897,10,4,Stuttgart
"147 High St, Stuttgart",ID021949,240,8,4,Residential,2495834,89,3,Stuttgart
"182 High St, Stuttgart",ID016796,240,28,4,Residential,3729547,240,5,Stuttgart
"32 Park Ave, Stuttgart",ID004771,240,29,2,Residential,5603473,84,7,Stuttgart
"7 Main St, Stuttgart",ID004678,240,5,23,Residential,9109764,88,8,Stuttgart
"262 High St, Stuttgart",ID017074,240,3,9,Commercial,9461576,192,5,Stuttgart
"221 Broadway, Stuttgart",ID023051,240,6,29,Commercial,9765847,83,8,Stuttgart
"154 Main St, Stuttgart",ID005001,241,21,21,Residential,829499,329,7,Stuttgart
"123 Main St, Stuttgart",ID019459,241,14,4,Residential,6754141,358,2,Stuttgart
"176 Park Ave, Stuttgart",ID007046,241,22,29,Commercial,6935418,44,7,Stuttgart
"282 Main St, Stuttgart",ID013989,242,12,11,Commercial,1447595,310,4,Stuttgart
"237 High St, Stuttgart",ID014865,242,13,4,Commercial,2577272,188,7,Stuttgart
"149 High St, Stuttgart",ID010711,242,15,13,Residential,4162922,308,9,Stuttgart
"176 Main St, Stuttgart",ID017627,242,22,4,Residential,6107438,258,5,Stuttgart
"91 Main St, Stuttgart",ID023675,243,21,7,Residential,177284,271,7,Stuttgart
"115 Main St, Stuttgart",ID014725,243,19,8,Residential,3128792,143,1,Stuttgart
"187 Park Ave, Stuttgart",ID007825,243,8,23,Residential,4902249,104,1,Stuttgart
"70 High St, Stuttgart",ID000368,243,8,24,Commercial,9196802,251,8,Stuttgart
"53 Main St, Stuttgart",ID015456,244,4,25,Commercial,147413,276,2,Stuttgart
"233 High St, Stuttgart",ID000957,244,22,5,Commercial,2742787,300,6,Stuttgart
"136 Main St, Stuttgart",ID017551,244,6,9,Residential,3496563,274,6,Stuttgart
"267 Broadway, Stuttgart",ID003567,244,1,28,Commercial,3773539,5,9,Stuttgart
"222 High St, Stuttgart",ID001115,244,11,24,Residential,3848383,163,8,Stuttgart
"158 Broadway, Stuttgart",ID005153,244,12,26,Commercial,4531798,247,6,Stuttgart
"229 High St, Stuttgart",ID007283,244,13,16,Residential,4648121,23,7,Stuttgart
"221 Main St, Stuttgart",ID003690,244,22,27,Commercial,5260788,79,2,Stuttgart
"93 Park Ave, Stuttgart",ID001720,244,24,27,Residential,9982921,204,8,Stuttgart
"95 Park Ave, Stuttgart",ID009179,245,11,1,Residential,1115152,304,8,Stuttgart
"43 High St, Stuttgart",ID002442,245,1,12,Residential,6937357,101,4,Stuttgart
"174 Broadway, Stuttgart",ID013705,245,19,14,Residential,9643324,128,1,Stuttgart
"171 Main St, Stuttgart",ID022026,246,19,20,Residential,3610531,136,8,Stuttgart
"70 Park Ave, Stuttgart",ID002922,246,2,6,Commercial,4152339,297,9,Stuttgart
"247 High St, Stuttgart",ID001510,246,13,3,Commercial,8395004,353,3,Stuttgart
"262 Main St, Stuttgart",ID008253,247,20,17,Residential,2526511,230,3,Stuttgart
"101 Broadway, Stuttgart",ID002374,247,20,4,Commercial,2644226,176,7,Stuttgart
"40 Broadway, Stuttgart",ID023583,247,16,27,Commercial,5355884,197,7,Stuttgart
"222 Broadway, Stuttgart",ID003592,247,5,17,Residential,5700928,308,1,Stuttgart
"180 Park Ave, Stuttgart",ID021789,247,5,26,Commercial,7382057,94,3,Stuttgart
"13 Main St, Stuttgart",ID019203,247,24,21,Residential,8156795,64,4,Stuttgart
"157 Main St, Stuttgart",ID009545,247,25,14,Commercial,8561606,3,4,Stuttgart
"76 Park Ave, Stuttgart",ID001727,248,26,27,Commercial,218780,3,1,Stuttgart
"130 Main St, Stuttgart",ID009003,248,9,7,Commercial,854414,224,1,Stuttgart
"257 Park Ave, Stuttgart",ID013776,248,23,19,Residential,2762356,125,5,Stuttgart
"128 Main St, Stuttgart",ID002155,248,28,1,Residential,8490315,15,1,Stuttgart
"157 Park Ave, Stuttgart",ID022326,249,26,15,Residential,1112548,93,2,Stuttgart
"207 High St, Stuttgart",ID002812,249,16,20,Commercial,3783019,348,1,Stuttgart
"228 Main St, Stuttgart",ID004492,249,25,27,Residential,6573621,335,9,Stuttgart
"134 Main St, Stuttgart",ID001562,249,13,9,Commercial,7071020,243,8,Stuttgart
"192 Park Ave, Stuttgart",ID012309,250,15,25,Residential,114967,270,2,Stuttgart
"134 Broadway, Stuttgart",ID000862,250,1,26,Commercial,1088073,10,8,Stuttgart
"21 High St, Stuttgart",ID008696,250,2,5,Residential,3545086,181,9,Stuttgart
"286 Main St, Stuttgart",ID016757,250,29,20,Commercial,6764882,66,3,Stuttgart
"204 Main St, Stuttgart",ID009647,250,2,14,Residential,8502850,242,7,Stuttgart
"142 Park Ave, Stuttgart",ID003195,250,8,16,Commercial,9725718,253,5,Stuttgart
"182 High St, Stuttgart",ID017311,251,13,27,Commercial,603665,51,4,Stuttgart
"249 Park Ave, Stuttgart",ID017575,251,4,28,Residential,1749967,95,3,Stuttgart
"241 Broadway, Stuttgart",ID003599,251,9,9,Residential,2150418,264,8,Stuttgart
"241 High St, Stuttgart",ID024321,251,11,26,Residential,2451098,205,9,Stuttgart
"176 High St, Stuttgart",ID013329,251,9,18,Commercial,4483597,215,6,Stuttgart
"57 Main St, Stuttgart",ID016735,251,22,15,Residential,5894543,54,8,Stuttgart
"185 Broadway, Stuttgart",ID008002,251,1,26,Commercial,6747957,180,3,Stuttgart
"195 Main St, Stuttgart",ID016682,251,7,21,Residential,7661989,47,1,Stuttgart
"242 High St, Stuttgart",ID007112,252,3,19,Commercial,1136420,181,2,Stuttgart
"176 High St, Stuttgart",ID017037,252,4,16,Residential,4097498,308,8,Stuttgart
"63 Park Ave, Stuttgart",ID003111,252,2,4,Residential,6265932,270,3,Stuttgart
"37 High St, Stuttgart",ID005266,252,10,5,Commercial,8085087,251,6,Stuttgart
"203 Main St, Stuttgart",ID010479,252,23,12,Residential,8113740,221,7,Stuttgart
"12 Park Ave, Stuttgart",ID017116,252,21,28,Residential,9753446,283,4,Stuttgart
"40 Broadway, Stuttgart",ID025535,253,14,5,Residential,6908437,321,3,Stuttgart
"92 High St, Stuttgart",ID018496,253,28,21,Commercial,9691700,81,5,Stuttgart
"140 High St, Stuttgart",ID010290,254,10,14,Commercial,366259,189,4,Stuttgart
"257 Main St, Stuttgart",ID005332,254,14,12,Residential,4574291,172,7,Stuttgart
"85 Broadway, Stuttgart",ID016426,254,8,26,Residential,6101569,150,3,Stuttgart
"232 Broadway, Stuttgart",ID024597,254,27,5,Residential,6446960,85,9,Stuttgart
"99 Main St, Stuttgart",ID018338,254,19,26,Residential,9783406,143,9,Stuttgart
"68 Main St, Stuttgart",ID004028,255,8,23,Commercial,547176,34,1,Stuttgart
"236 High St, Stuttgart",ID001491,255,12,4,Residential,2662004,130,4,Stuttgart
"152 Main St, Stuttgart",ID007229,255,15,28,Residential,4175926,301,5,Stuttgart
"260 Broadway, Stuttgart",ID017762,255,27,19,Commercial,4885931,246,1,Stuttgart
"40 Broadway, Stuttgart",ID025504,255,7,13,Residential,9624580,27,6,Stuttgart
"147 High St, Stuttgart",ID016452,256,11,24,Commercial,337330,202,6,Stuttgart
"79 Main St, Stuttgart",ID004192,256,17,25,Commercial,1697617,139,8,Stuttgart
"95 Main St, Stuttgart",ID012579,256,5,29,Commercial,4448094,282,9,Stuttgart
"97 High St, Stuttgart",ID019529,256,26,23,Residential,5475581,196,1,Stuttgart
"59 Broadway, Stuttgart",ID011467,256,21,24,Commercial,9352925,94,2,Stuttgart
"223 Broadway, Stuttgart",ID009329,256,11,17,Residential,9739828,198,4,Stuttgart
"260 Main St, Stuttgart",ID003174,257,7,18,Commercial,1230125,127,1,Stuttgart
"222 High St, Stuttgart",ID001494,257,15,25,Residential,1428424,280,6,Stuttgart
"47 Main St, Stuttgart",ID005610,257,27,5,Residential,4277959,342,8,Stuttgart
"84 Broadway, Stuttgart",ID013698,257,17,28,Residential,7426668,271,4,Stuttgart
"266 Park Ave, Stuttgart",ID010368,257,18,27,Residential,7452697,22,9,Stuttgart
"253 Park Ave, Stuttgart",ID006111,257,8,24,Residential,7603482,254,5,Stuttgart
"64 Park Ave, Stuttgart",ID014315,257,15,17,Commercial,8395437,351,7,Stuttgart
"123 Park Ave, Stuttgart",ID024284,258,6,27,Commercial,559412,285,7,Stuttgart
"193 Main St, Stuttgart",ID020195,258,20,28,Residential,1362479,284,2,Stuttgart
"97 High St, Stuttgart",ID017444,258,29,25,Commercial,4122737,101,6,Stuttgart
"83 High St, Stuttgart",ID016869,258,13,12,Residential,5735784,249,1,Stuttgart
"265 Main St, Stuttgart",ID024761,258,18,25,Commercial,6343163,314,3,Stuttgart
"180 Broadway, Stuttgart",ID020458,258,4,6,Commercial,8768342,80,7,Stuttgart
"192 Main St, Stuttgart",ID012519,259,12,14,Residential,157173,139,6,Stuttgart
"138 High St, Stuttgart",ID023530,259,18,7,Residential,2174455,228,9,Stuttgart
"177 Park Ave, Stuttgart",ID002846,259,22,27,Residential,2963342,257,5,Stuttgart
"240 High St, Stuttgart",ID000399,259,12,8,Commercial,6057193,93,6,Stuttgart
"242 High St, Stuttgart",ID006420,259,24,20,Residential,6967217,246,1,Stuttgart
"209 High St, Stuttgart",ID006048,259,7,4,Commercial,7154579,60,8,Stuttgart
"202 Park Ave, Stuttgart",ID007621,260,12,10,Commercial,442888,77,3,Stuttgart
"39 High St, Stuttgart",ID004420,260,5,12,Commercial,1288735,283,8,Stuttgart
"223 High St, Stuttgart",ID002538,260,24,9,Residential,5209010,118,7,Stuttgart
"32 High St, Stuttgart",ID007624,260,15,24,Residential,7289782,342,5,Stuttgart
"252 Broadway, Stuttgart",ID003515,260,10,4,Residential,7368579,135,7,Stuttgart
"246 Broadway, Stuttgart",ID000813,260,12,29,Residential,8909810,203,9,Stuttgart
"258 Broadway, Stuttgart",ID007320,260,25,21,Commercial,9230201,39,6,Stuttgart
"133 High St, Stuttgart",ID014546,260,29,25,Residential,9370201,79,6,Stuttgart
"52 Park Ave, Stuttgart",ID014290,261,29,20,Residential,4049567,308,8,Stuttgart
"174 High St, Stuttgart",ID000817,261,19,9,Residential,5392977,108,4,Stuttgart
"194 Park Ave, Stuttgart",ID015369,262,9,10,Commercial,3208754,155,8,Stuttgart
"210 Park Ave, Stuttgart",ID007792,262,17,14,Residential,3508308,238,2,Stuttgart
"86 Park Ave, Stuttgart",ID023802,262,28,7,Residential,4821702,26,8,Stuttgart
"28 Main St, Stuttgart",ID000352,262,21,11,Commercial,6627238,74,9,Stuttgart
"154 High St, Stuttgart",ID019945,262,16,11,Commercial,7605100,170,4,Stuttgart
"122 High St, Stuttgart",ID014366,263,13,11,Commercial,2773457,114,5,Stuttgart
"167 High St, Stuttgart",ID002450,263,5,23,Commercial,5123592,76,7,Stuttgart
"54 High St, Stuttgart",ID009806,263,3,4,Residential,7876201,315,6,Stuttgart
"21 Main St, Stuttgart",ID009148,263,15,19,Commercial,8031230,76,3,Stuttgart
"90 High St, Stuttgart",ID022280,263,16,20,Residential,9570424,238,4,Stuttgart
"215 Broadway, Stuttgart",ID014721,264,28,4,Commercial,115416,39,9,Stuttgart
"59 Broadway, Stuttgart",ID021260,264,7,8,Residential,451544,304,9,Stuttgart
"39 High St, Stuttgart",ID002386,264,7,18,Commercial,502545,127,4,Stuttgart
"37 High St, Stuttgart",ID004905,264,10,18,Commercial,717545,53,6,Stuttgart
"232 Park Ave, Stuttgart",ID002282,264,20,2,Commercial,1417391,281,3,Stuttgart
"266 Park Ave, Stuttgart",ID025078,264,3,14,Residential,4275396,61,2,Stuttgart
"47 Broadway, Stuttgart",ID000679,264,9,27,Residential,5158344,174,8,Stuttgart
"242 High St, Stuttgart",ID003616,264,1,4,Residential,8433866,358,9,Stuttgart
"136 Main St, Stuttgart",ID020924,264,12,27,Residential,9869774,279,8,Stuttgart
"213 High St, Stuttgart",ID014340,265,25,7,Residential,1215726,347,2,Stuttgart
"218 Main St, Stuttgart",ID024110,265,28,13,Residential,1253886,321,5,Stuttgart
"171 Park Ave, Stuttgart",ID010152,265,17,6,Commercial,2144107,341,3,Stuttgart
"201 Main St, Stuttgart",ID020083,265,23,23,Residential,4384402,255,1,Stuttgart
"222 Broadway, Stuttgart",ID002746,265,29,7,Residential,4779921,320,2,Stuttgart
"82 Main St, Stuttgart",ID025131,265,3,23,Residential,6855498,65,7,Stuttgart
"212 Main St, Stuttgart",ID010287,265,6,3,Residential,9052612,285,8,Stuttgart
"268 Broadway, Stuttgart",ID019881,266,1,28,Commercial,3154975,91,6,Stuttgart
"218 Main St, Stuttgart",ID009774,266,8,15,Residential,5192612,129,2,Stuttgart
"265 High St, Stuttgart",ID010450,266,11,10,Residential,8387064,214,2,Stuttgart
"214 Broadway, Stuttgart",ID009493,266,1,16,Commercial,9269151,205,2,Stuttgart
"124 High St, Stuttgart",ID011753,267,11,13,Residential,120724,256,1,Stuttgart
"138 Main St, Stuttgart",ID008729,267,25,20,Residential,1667772,256,4,Stuttgart
"266 Park Ave, Stuttgart",ID024867,267,29,26,Commercial,4029829,53,8,Stuttgart
"25 High St, Stuttgart",ID018707,267,15,12,Commercial,4446846,337,5,Stuttgart
"20 Main St, Stuttgart",ID015478,267,27,29,Residential,5958217,127,6,Stuttgart
"124 Broadway, Stuttgart",ID020229,267,7,12,Residential,6189671,7,9,Stuttgart
"199 Main St, Stuttgart",ID003322,267,29,10,Commercial,8213268,214,5,Stuttgart
"95 Park Ave, Stuttgart",ID022739,267,10,14,Residential,9745561,339,5,Stuttgart
"25 High St, Stuttgart",ID008061,267,2,15,Residential,9855105,131,1,Stuttgart
"16 Main St, Stuttgart",ID015385,268,18,2,Commercial,141048,244,5,Stuttgart
"299 Park Ave, Stuttgart",ID006301,268,9,2,Residential,267698,267,8,Stuttgart
"251 Park Ave, Stuttgart",ID007634,268,11,26,Commercial,807041,223,7,Stuttgart
"128 Main St, Stuttgart",ID013492,268,26,18,Commercial,6523756,355,1,Stuttgart
"127 High St, Stuttgart",ID018791,268,14,22,Residential,9013493,223,8,Stuttgart
"68 Broadway, Stuttgart",ID011125,268,13,11,Residential,9210876,234,8,Stuttgart
"233 High St, Stuttgart",ID015898,269,6,21,Commercial,3320626,135,1,Stuttgart
"255 Broadway, Stuttgart",ID020275,269,15,11,Commercial,5299755,10,3,Stuttgart
"10 Park Ave, Stuttgart",ID022778,269,27,10,Commercial,6572669,223,3,Stuttgart
"98 High St, Stuttgart",ID016892,269,27,7,Residential,8681769,79,5,Stuttgart
"212 Broadway, Stuttgart",ID003193,269,15,16,Commercial,9018727,265,2,Stuttgart
"245 Park Ave, Stuttgart",ID017534,270,3,25,Residential,8782827,165,9,Stuttgart
"114 Park Ave, Stuttgart",ID000794,270,8,20,Residential,8865130,172,6,Stuttgart
"136 Broadway, Stuttgart",ID003655,270,24,18,Commercial,9034797,233,9,Stuttgart
"233 Main St, Stuttgart",ID016620,270,24,29,Commercial,9103421,86,6,Stuttgart
"176 High St, Stuttgart",ID013861,271,24,24,Residential,1868731,345,6,Stuttgart
"110 Park Ave, Stuttgart",ID000561,271,6,12,Residential,3924378,350,7,Stuttgart
"126 Broadway, Stuttgart",ID002302,271,22,21,Commercial,4792228,275,3,Stuttgart
"170 High St, Stuttgart",ID012392,271,14,6,Commercial,5422816,144,5,Stuttgart
"202 Park Ave, Stuttgart",ID011618,271,17,1,Commercial,5609319,169,8,Stuttgart
"149 Broadway, Stuttgart",ID006644,271,6,22,Residential,7520915,235,3,Stuttgart
"296 High St, Stuttgart",ID025037,271,8,8,Commercial,7915361,359,2,Stuttgart
"252 Park Ave, Stuttgart",ID022401,272,28,2,Residential,2275796,352,2,Stuttgart
"10 High St, Stuttgart",ID008685,272,15,18,Commercial,4422323,243,3,Stuttgart
"241 High St, Stuttgart",ID016497,272,20,23,Residential,7356190,30,6,Stuttgart
"197 Main St, Stuttgart",ID016809,272,29,22,Residential,8281485,271,1,Stuttgart
"187 Broadway, Stuttgart",ID022177,272,1,9,Residential,9937488,1,2,Stuttgart
"86 Broadway, Stuttgart",ID011493,273,23,16,Residential,869081,122,9,Stuttgart
"236 Broadway, Stuttgart",ID007822,273,11,20,Commercial,1304040,126,6,Stuttgart
"143 Main St, Stuttgart",ID008445,273,19,18,Commercial,1353489,26,1,Stuttgart
"198 Park Ave, Stuttgart",ID005870,273,12,5,Residential,1439136,263,4,Stuttgart
"53 Main St, Stuttgart",ID001220,273,26,1,Commercial,4142979,74,1,Stuttgart
"213 High St, Stuttgart",ID004304,273,6,29,Commercial,5489154,296,2,Stuttgart
"119 High St, Stuttgart",ID005013,273,19,10,Residential,6332288,44,2,Stuttgart
"73 Park Ave, Stuttgart",ID015226,273,27,28,Commercial,9821114,353,9,Stuttgart
"155 Broadway, Stuttgart",ID017392,274,18,9,Residential,2656537,360,4,Stuttgart
"275 High St, Stuttgart",ID005580,274,29,7,Commercial,4794241,173,4,Stuttgart
"55 Park Ave, Stuttgart",ID009906,274,18,19,Residential,6910418,288,5,Stuttgart
"50 Main St, Stuttgart",ID000484,274,9,16,Commercial,7468607,217,1,Stuttgart
"242 High St, Stuttgart",ID016291,275,26,7,Commercial,137070,113,4,Stuttgart
"70 High St, Stuttgart",ID000990,275,28,19,Residential,2250979,127,4,Stuttgart
"287 Broadway, Stuttgart",ID000391,275,13,29,Commercial,2757805,258,2,Stuttgart
"252 Main St, Stuttgart",ID000047,275,27,8,Commercial,4089153,273,4,Stuttgart
"88 Main St, Stuttgart",ID017777,275,12,2,Residential,4940585,179,2,Stuttgart
"216 Main St, Stuttgart",ID010179,275,23,24,Commercial,5346108,254,1,Stuttgart
"7 Broadway, Stuttgart",ID022291,275,13,18,Residential,8064231,302,7,Stuttgart
"297 Park Ave, Stuttgart",ID019780,275,21,29,Commercial,9291184,198,9,Stuttgart
"4 Main St, Stuttgart",ID003570,276,23,10,Residential,1058957,46,3,Stuttgart
"131 Broadway, Stuttgart",ID006425,276,25,18,Commercial,1695834,333,4,Stuttgart
"160 High St, Stuttgart",ID015373,276,2,23,Residential,3217950,182,5,Stuttgart
"1 Broadway, Stuttgart",ID009976,276,9,14,Commercial,3247255,218,1,Stuttgart
"1 Park Ave, Stuttgart",ID023253,276,20,5,Residential,4056739,75,4,Stuttgart
"280 High St, Stuttgart",ID007926,276,24,14,Residential,5662258,304,7,Stuttgart
"260 Park Ave, Stuttgart",ID003605,276,7,28,Commercial,6792189,287,4,Stuttgart
"51 Broadway, Stuttgart",ID015194,276,6,5,Residential,9085587,97,5,Stuttgart
"39 High St, Stuttgart",ID000711,277,22,9,Commercial,6576002,117,9,Stuttgart
"69 Broadway, Stuttgart",ID005395,277,9,7,Commercial,6584719,230,3,Stuttgart
"26 Broadway, Stuttgart",ID008140,277,13,12,Commercial,8041809,332,6,Stuttgart
"245 Broadway, Stuttgart",ID013660,277,8,18,Residential,8787685,364,5,Stuttgart
"67 Park Ave, Stuttgart",ID017887,278,4,9,Commercial,680945,90,3,Stuttgart
"63 Broadway, Stuttgart",ID002893,278,3,12,Commercial,8506168,249,8,Stuttgart
"282 Park Ave, Stuttgart",ID012063,278,12,26,Commercial,8594417,202,4,Stuttgart
"252 Park Ave, Stuttgart",ID001421,278,9,18,Residential,9161910,10,6,Stuttgart
"231 High St, Stuttgart",ID002455,279,17,6,Commercial,481575,264,1,Stuttgart
"123 Park Ave, Stuttgart",ID017231,279,27,5,Residential,811402,358,1,Stuttgart
"251 Broadway, Stuttgart",ID016635,279,13,16,Commercial,7143269,291,4,Stuttgart
"111 Main St, Stuttgart",ID015984,279,5,9,Residential,7259957,148,6,Stuttgart
"162 Main St, Stuttgart",ID000051,280,17,27,Residential,4808674,149,5,Stuttgart
"214 Park Ave, Stuttgart",ID000191,280,22,12,Commercial,5176747,113,8,Stuttgart
"215 Main St, Stuttgart",ID019599,280,13,17,Commercial,5244225,202,6,Stuttgart
"20 Broadway, Stuttgart",ID016413,280,24,22,Residential,6279610,74,7,Stuttgart
"27 High St, Stuttgart",ID000192,281,23,1,Residential,2045780,134,5,Stuttgart
"125 Park Ave, Stuttgart",ID022675,281,9,23,Commercial,4346527,92,4,Stuttgart
"31 High St, Stuttgart",ID012183,281,18,15,Commercial,4577879,90,3,Stuttgart
"39 Main St, Stuttgart",ID023001,281,20,23,Residential,9461401,305,8,Stuttgart
"37 Broadway, Stuttgart",ID000407,281,12,23,Commercial,9953312,88,9,Stuttgart
